[INFO] [1730386717.002403513] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.034896251315981015, 0.004459334704793119, -0.05452054231008117, 0.05000000000000001, 0.03519870674391281, 0.0002834736924196181])
[INFO] [1730386717.066742846] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.034896251315981015, 0.004459334704793119, -0.05452054231008117, 0.05000000000000001, 0.03519870674391281, 0.0002834736924196181])
[INFO] [1730386717.156241619] [remote_control_client_velo]: Sent joint velocities: array('d', [0.0, 0.0, 0.0, 0.0, 0.0, 0.0])
[INFO] [1730386717.166685428] [remote_control_client_velo]: Sent joint velocities: array('d', [0.0, 0.0, 0.0, 0.0, 0.0, 0.0])
[INFO] [1730386717.472933241] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0004879158070311, -0.0011536607216173793, 0.0009323922057720718, 0.00022113437830500034, 0.00048778885477053166, 1.6030696543595037e-07])
[INFO] [1730386717.473991394] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0004879158070311, -0.0011536607216173793, 0.0009323922057720718, 0.00022113437830500034, 0.00048778885477053166, 1.6030696543595037e-07])
[INFO] [1730386717.578230400] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0010092646230306006, -0.0010711277828692417, -0.00020665479127769527, 0.0012780121836960358, 0.0010092322682583982, 2.8805723723521426e-07])
[INFO] [1730386717.579182708] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0010092646230306006, -0.0010711277828692417, -0.00020665479127769527, 0.0012780121836960358, 0.0010092322682583982, 2.8805723723521426e-07])
[INFO] [1730386717.684031886] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0003659506858936316, -0.001480678137512119, 0.001734870380907209, -0.0002536367432701226, 0.0003659520964579175, -8.424410956467462e-08])
[INFO] [1730386717.684997324] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0003659506858936316, -0.001480678137512119, 0.001734870380907209, -0.0002536367432701226, 0.0003659520964579175, -8.424410956467462e-08])
[INFO] [1730386717.789035399] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0008263751098324723, -0.00046651137791350677, -0.002585880400617002, 0.003052829666343026, 0.0008264151376895725, -5.7369560167005664e-08])
[INFO] [1730386717.790028805] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0008263751098324723, -0.00046651137791350677, -0.002585880400617002, 0.003052829666343026, 0.0008264151376895725, -5.7369560167005664e-08])
[INFO] [1730386717.995162662] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0008268665912320829, 0.0011377464024244644, -0.006337374603871045, 0.00519898200540223, 0.0008263097397111288, -3.3257690078900424e-08])
[INFO] [1730386717.996167478] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0008268665912320829, 0.0011377464024244644, -0.006337374603871045, 0.00519898200540223, 0.0008263097397111288, -3.3257690078900424e-08])
[INFO] [1730386718.100404960] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.001527899423669061, -0.0007295986004433545, -0.005579367196326337, 0.006309298998857194, 0.0015276623525627955, -6.503682114742808e-07])
[INFO] [1730386718.101450938] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.001527899423669061, -0.0007295986004433545, -0.005579367196326337, 0.006309298998857194, 0.0015276623525627955, -6.503682114742808e-07])
[INFO] [1730386718.205056909] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0018883059199423346, -0.001144169186452965, -0.0038494431601652315, 0.004992835490528573, 0.001888546638574426, -5.32959062098293e-07])
[INFO] [1730386718.205743633] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0018883059199423346, -0.001144169186452965, -0.0038494431601652315, 0.004992835490528573, 0.001888546638574426, -5.32959062098293e-07])
[INFO] [1730386718.309940118] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.002078143557933508, 0.0012866850245810202, -0.007080597500939374, 0.0057936505511263486, 0.00207733158107842, 5.271165340128007e-07])
[INFO] [1730386718.310947074] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.002078143557933508, 0.0012866850245810202, -0.007080597500939374, 0.0057936505511263486, 0.00207733158107842, 5.271165340128007e-07])
[INFO] [1730386718.415136495] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0019350281553507074, 0.001091491665686194, -0.007568078269263726, 0.006476199213255968, 0.0019357710356939454, -2.543842114517621e-07])
[INFO] [1730386718.416071995] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0019350281553507074, 0.001091491665686194, -0.007568078269263726, 0.006476199213255968, 0.0019357710356939454, -2.543842114517621e-07])
[INFO] [1730386718.520311307] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0026173708961320366, 0.0007807018910351667, -0.008282117907656157, 0.007502758298830063, 0.0026165737493086022, 2.945213552512287e-07])
[INFO] [1730386718.521235962] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0026173708961320366, 0.0007807018910351667, -0.008282117907656157, 0.007502758298830063, 0.0026165737493086022, 2.945213552512287e-07])
[INFO] [1730386718.622927707] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0034379217830429105, 0.0003720786345441189, -0.007837057810894915, 0.00746358151269621, 0.0034380736145927506, -2.7132999952484706e-07])
[INFO] [1730386718.623248893] [remote_control_client_velo]: Sent joint velocities: array('d', [-0.0034379217830429105, 0.0003720786345441189, -0.007837057810894915, 0.00746358151269621, 0.0034380736145927506, -2.7132999952484706e-07])
